"id","name","description","image_url","hero","category","quality","race","set","mana","attack","health","collectible","effect_list"
"773","Healing Touch","Restore #8 Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_007.png","druid","spell","free","none","basic","3","null","null","true",""
"774","Unbound Elemental","Whenever you play a card with <b>Overload</b>, gain +1/+1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_258.png","shaman","minion","common","none","expert","3","2","4","true",""
"777","Lord Jaraxxus","<b>Battlecry</b>: Destroy your hero and replace him with Lord Jaraxxus.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_323.png","warlock","minion","legendary","demon","expert","9","3","15","true","[object Object]"
"778","Harvest Golem","<b>Deathrattle</b>: Summon a 2/1 Damaged Golem.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_556.png","neutral","minion","common","none","expert","3","2","3","true","[object Object]"
"783","Pit Lord","<b>Battlecry</b>: Deal 5 damage to your hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_313.png","warlock","minion","epic","demon","expert","4","5","6","true","[object Object]"
"784","Barrel Toss","Deal 2 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4c_002.png","neutral","spell","common","none","missions","1","null","null","false",""
"785","Execute","Destroy a damaged enemy minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_108.png","warrior","spell","free","none","basic","1","null","null","true",""
"790","Amani Berserker","<b>Enrage</b>: +3 Attack","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_393.png","neutral","minion","common","none","expert","2","2","3","true","[object Object]"
"791","Questing Adventurer","Whenever you play a card, gain +1/+1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_044.png","neutral","minion","rare","none","expert","3","2","2","true",""
"796","Sheep","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_tk1.png","neutral","minion","common","beast","basic","0","1","1","false",""
"797","Lightwell","At the start of your turn, restore 3 Health to a damaged friendly character.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_341.png","priest","minion","rare","none","expert","2","null","5","true",""
"801","Crazed Alchemist","<b>Battlecry</b>: Swap the Attack and Health of a minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_059.png","neutral","minion","rare","none","expert","2","2","2","true","[object Object]"
"804","Mortal Strike","Deal 4 damage.  If your hero has 12 or less Health, deal 6 damage instead.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_408.png","warrior","spell","rare","none","expert","4","null","null","true",""
"807","Fireblast","Hero Power   Deal 1 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_034.png","mage","ability","free","none","basic","2","null","null","true",""
"808","Dream","Return a minion to its owner's hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/DREAM_04.png","neutral","spell","uncommon","none","expert","0","null","null","false",""
"810","Gorehowl","Attacking a minion costs 1 Attack instead of 1 Durability.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_411.png","warrior","weapon","epic","none","expert","7","7","1","true",""
"811","Cult Master","Whenever one of your other minions dies, draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_595.png","neutral","minion","common","none","expert","4","4","2","true",""
"812","Panther","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_160t.png","druid","minion","common","beast","expert","2","3","2","false",""
"813","Anduin Wrynn","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/HERO_09.png","priest","hero","free","none","basic","0","null","30","true",""
"814","Snipe","<b>Secret</b>: When your opponent plays a minion, deal 4 damage to it.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_609.png","hunter","spell","common","none","expert","2","null","null","true","[object Object]"
"818","Far Sight","Draw a card. That card costs (3) less.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_053.png","shaman","spell","epic","none","expert","3","null","null","true",""
"823","Starfire","Deal 5 damage.  Draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_173.png","druid","spell","common","none","basic","6","null","null","true",""
"825","Azure Drake","<b>Spell Damage</b> +1. <b>Battlecry</b>: Draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_284.png","neutral","minion","rare","dragon","expert","5","4","4","true","[object Object],[object Object]"
"830","Totemic Might","Give your Totems +2 Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_244.png","shaman","spell","common","none","basic","0","null","null","true",""
"834","Deathwing","<b>Battlecry</b>: Destroy all other minions and discard your hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_030.png","neutral","minion","legendary","dragon","expert","10","12","12","true","[object Object]"
"835","Leader of the Pack","Give all of your minions +1/+1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_160b.png","druid","spell","uncommon","none","expert","0","null","null","false",""
"836","Wrath","Choose One - Deal 3 damage to a minion; or 1 damage and draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_154.png","druid","spell","common","none","expert","2","null","null","true",""
"841","Holy Nova","Deal 2 damage to all enemies.  Restore #2 Health to all  friendly characters.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS1_112.png","priest","spell","common","none","basic","5","null","null","true",""
"846","Power Overwhelming","Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_316.png","warlock","spell","common","none","expert","1","null","null","true",""
"847","Truesilver Champion","Whenever your hero attacks, restore 2 Health to it.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_097.png","paladin","weapon","common","none","basic","4","4","2","true",""
"850","Stoneclaw Totem","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_051.png","shaman","minion","free","totem","basic","1","null","2","false","[object Object]"
"854","Humility","Change a minion's Attack to 1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_360.png","paladin","spell","common","none","basic","1","null","null","true",""
"855","Millhouse Manastorm","<b>Battlecry</b>: Enemy spells cost (0) next turn.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_029.png","neutral","minion","legendary","none","expert","2","4","4","true","[object Object]"
"858","Gelbin Mekkatorque","<b>Battlecry</b>: Summon an AWESOME invention.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_112.png","neutral","minion","legendary","none","promotion","6","6","6","true","[object Object]"
"859","Twisting Nether","Destroy all minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_312.png","warlock","spell","epic","none","expert","8","null","null","true",""
"860","Sense Demons","Put 2 random Demons from your deck into your hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_317.png","warlock","spell","common","none","expert","3","null","null","true",""
"864","Lava Burst","Deal 5 damage. <b>Overload</b>: (2)","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_241.png","shaman","spell","rare","none","expert","3","null","null","true","[object Object]"
"866","Shieldbearer","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_405.png","neutral","minion","common","none","expert","1","null","4","true","[object Object]"
"877","Arcane Shot","Deal 2 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/DS1_185.png","hunter","spell","free","none","basic","1","null","null","true",""
"878","Dread Corsair","<b>Taunt</b>. Costs (1) less per Attack of your weapon.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_022.png","neutral","minion","common","pirate","expert","4","3","3","true","[object Object]"
"886","Lightspawn","This minion's Attack is always equal to its Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_335.png","priest","minion","common","none","expert","4","null","5","true",""
"887","Master of Disguise","<b>Battlecry</b>: Give a friendly minion <b>Stealth</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_014.png","rogue","minion","rare","none","expert","4","4","4","true","[object Object]"
"890","Tirion Fordring","<b>Divine Shield</b>. <b>Taunt</b>. <b>Deathrattle</b>: Equip a 5/3 Ashbringer.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_383.png","paladin","minion","legendary","none","expert","8","6","6","true","[object Object],[object Object],[object Object]"
"891","Sunfury Protector","<b>Battlecry</b>: Give adjacent minions <b>Taunt</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_058.png","neutral","minion","rare","none","expert","2","2","3","true","[object Object]"
"893","Gul'dan","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/HERO_07.png","warlock","hero","free","none","basic","0","null","30","true",""
"896","Flare","All minions lose <b>Stealth</b>. Destroy all enemy <b>Secret</b>s. Draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_544.png","hunter","spell","rare","none","expert","1","null","null","true",""
"903","Bestial Wrath","Give a Beast +2 Attack and <b>Immune</b> this turn.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_549.png","hunter","spell","epic","none","expert","1","null","null","true",""
"904","Eviscerate","Deal 2 damage. <b>Combo</b>: Deal 4 damage instead.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_124.png","rogue","spell","common","none","expert","2","null","null","true","[object Object]"
"906","Acidic Swamp Ooze","<b>Battlecry</b>: Destroy your opponent's weapon.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_066.png","neutral","minion","common","none","basic","2","3","2","true","[object Object]"
"912","Harrison Jones","<b>Battlecry</b>: Destroy your opponent's weapon and draw cards equal to its Durability.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_558.png","neutral","minion","legendary","none","expert","5","5","4","true","[object Object]"
"914","Shadow Bolt","Deal 4 damage to a minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_057.png","warlock","spell","free","none","basic","3","null","null","true",""
"915","Ancient Mage","<b>Battlecry</b>: Give adjacent minions <b>Spell Damage</b> +1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_584.png","neutral","minion","rare","none","expert","4","2","5","true","[object Object]"
"919","Drain Life","Deal 2 damage. Restore #2 Health to your hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_061.png","warlock","spell","free","none","basic","3","null","null","true",""
"920","Ancient of Lore","Choose One - Draw 2 cards; or Restore 5 Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_008.png","druid","minion","epic","none","expert","7","5","5","true",""
"921","Jungle Panther","<b>Stealth</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_017.png","neutral","minion","common","beast","expert","3","4","2","true","[object Object]"
"922","Goldshire Footman","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS1_042.png","neutral","minion","common","none","basic","1","1","2","true","[object Object]"
"926","Imp Master","At the end of your turn, deal 1 damage to this minion and summon a 1/1 Imp.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_597.png","neutral","minion","rare","none","expert","3","1","5","true",""
"928","Starfall","Deal 5 damage to a minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_007b.png","druid","spell","uncommon","none","expert","0","null","null","false",""
"930","Valeera Sanguinar","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/HERO_03.png","rogue","hero","free","none","basic","0","null","30","true",""
"932","Gadgetzan Auctioneer","Whenever you cast a spell, draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_095.png","neutral","minion","rare","none","expert","5","4","4","true",""
"940","Cleave","Deal 2 damage to two random enemy minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_114.png","warrior","spell","common","none","basic","2","null","null","true",""
"943","Blessing of Kings","Give a minion +4/+4. (+4 Attack/+4 Health)","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_092.png","paladin","spell","common","none","basic","4","null","null","true",""
"950","Hellfire","Deal 3 damage to ALL characters.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_062.png","warlock","spell","free","none","basic","4","null","null","true",""
"959","Misha","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_032.png","hunter","minion","common","beast","basic","3","4","4","false","[object Object]"
"960","Stormforged Axe","<b>Overload</b>: (1)","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_247.png","shaman","weapon","common","none","expert","2","2","3","true","[object Object]"
"962","The Beast","<b>Deathrattle</b>: Summon a 3/3 Finkle Einhorn for your opponent.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_577.png","neutral","minion","legendary","beast","expert","6","9","7","true","[object Object]"
"968","Mirror Image","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_mirror.png","mage","minion","common","none","basic","0","null","2","false","[object Object]"
"969","Summoning Portal","Your minions cost (2) less, but not less than (1).","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_315.png","warlock","minion","common","none","expert","4","null","4","true",""
"971","Frost Shock","Deal 1 damage to an enemy character and <b>Freeze</b> it.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_037.png","shaman","spell","free","none","basic","1","null","null","true",""
"974","Soulfire","Deal 4 damage. Discard a random card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_308.png","warlock","spell","common","none","basic","0","null","null","true",""
"976","Murloc Tidehunter","<b>Battlecry</b>: Summon a 1/1 Murloc Scout.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_506.png","neutral","minion","common","murloc","basic","2","2","1","true","[object Object]"
"979","Demolisher","At the start of your turn, deal 2 damage to a random enemy.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_102.png","neutral","minion","rare","none","expert","3","1","4","true",""
"982","Corruption","Choose an enemy minion.   At the start of your turn, destroy it.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_063.png","warlock","spell","common","none","basic","1","null","null","true",""
"985","Dire Wolf Alpha","Adjacent minions have +1 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_162.png","neutral","minion","common","beast","expert","2","2","2","true",""
"987","Moonfire","Deal 2 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_166a.png","druid","spell","uncommon","none","expert","0","null","null","false",""
"988","Stomp","Deal 2 damage to all enemies.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4c_004.png","neutral","spell","common","none","missions","2","null","null","false",""
"990","Conceal","Give your minions <b>Stealth</b> until your next turn.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_128.png","rogue","spell","common","none","expert","1","null","null","true",""
"993","Mountain Giant","Costs (1) less for each other card in your hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_105.png","neutral","minion","epic","none","expert","12","8","8","true",""
"994","Worgen Infiltrator","<b>Stealth</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_010.png","neutral","minion","common","none","expert","1","2","1","true","[object Object]"
"995","Ogre Magi","<b>Spell Damage</b> +1","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_197.png","neutral","minion","common","none","basic","4","4","4","true","[object Object]"
"997","Bloodsail Corsair","<b>Battlecry</b>: Remove 1 Durability from your opponent's weapon.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_025.png","neutral","minion","rare","pirate","expert","1","1","2","true","[object Object]"
"999","Bloodsail Raider","<b>Battlecry</b>: Gain Attack equal to the Attack of your weapon.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_018.png","neutral","minion","common","pirate","expert","2","2","3","true","[object Object]"
"1003","Houndmaster","<b>Battlecry</b>: Give a friendly Beast +2/+2 and <b>Taunt</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/DS1_070.png","hunter","minion","free","none","basic","4","4","3","true","[object Object]"
"1004","Flamestrike","Deal 4 damage to all enemy minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_032.png","mage","spell","common","none","basic","7","null","null","true",""
"1006","Finkle Einhorn","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_finkle.png","neutral","minion","legendary","none","expert","2","3","3","false",""
"1007","Heroic Strike","Give your hero +4 Attack this turn.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_105.png","warrior","spell","free","none","basic","2","null","null","true",""
"1008","Flametongue Totem","Adjacent minions have +2 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_565.png","shaman","minion","common","totem","basic","2","null","3","true",""
"1009","Warsong Commander","Whenever you play a minion with 3 or less Attack, give it <b>Charge</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_084.png","warrior","minion","free","none","basic","3","2","3","true",""
"1014","Wild Pyromancer","After you cast a spell, deal 1 damage to ALL minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_020.png","neutral","minion","rare","none","expert","2","3","2","true",""
"1016","Coldlight Oracle","<b>Battlecry</b>: Each player draws 2 cards.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_050.png","neutral","minion","rare","murloc","expert","3","2","2","true","[object Object]"
"1019","Dread Infernal","<b>Battlecry</b>: Deal 1 damage to ALL other characters.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_064.png","warlock","minion","common","demon","basic","6","6","6","true","[object Object]"
"1022","Argent Protector","<b>Battlecry</b>: Give a friendly minion <b>Divine Shield</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_362.png","paladin","minion","common","none","expert","2","2","2","true","[object Object]"
"1023","Shield Block","Gain 5 Armor.  Draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_606.png","warrior","spell","common","none","basic","3","null","null","true",""
"1026","Commanding Shout","Your minions can't be reduced below 1 Health this turn.  Draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_036.png","warrior","spell","rare","none","expert","2","null","null","true",""
"1029","Violet Teacher","Whenever you cast a spell, summon a 1/1 Violet Apprentice.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_026.png","neutral","minion","rare","none","expert","4","3","5","true",""
"1035","Ancient of War","Choose One - <b>Taunt</b> and +5 Health; or +5 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_178.png","druid","minion","epic","none","expert","7","5","5","true",""
"1037","Twilight Drake","<b>Battlecry</b>: Gain +1 Health for each card in your hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_043.png","neutral","minion","rare","dragon","expert","4","4","1","true","[object Object]"
"1047","Tracking","Look at the top three cards of your deck. Draw one and discard the others.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/DS1_184.png","hunter","spell","free","none","basic","1","null","null","true",""
"1050","Claw","Give your hero +2 Attack this turn and 2 Armor.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_005.png","druid","spell","free","none","basic","1","null","null","true",""
"1063","Murloc Warleader","ALL other Murlocs have +2/+1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_507.png","neutral","minion","epic","murloc","expert","3","3","3","true",""
"1064","Blade Flurry","Destroy your weapon and deal its damage to all enemies.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_233.png","rogue","spell","rare","none","expert","2","null","null","true",""
"1066","Thrall","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/HERO_02.png","shaman","hero","free","none","basic","0","null","30","true",""
"1068","Guardian of Kings","<b>Battlecry</b>: Restore 6 Health to your hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_088.png","paladin","minion","common","none","basic","7","5","6","true","[object Object]"
"1073","Knife Juggler","After you summon a minion, deal 1 damage to a random enemy.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_019.png","neutral","minion","rare","none","expert","2","3","2","true",""
"1074","Slam","Deal 2 damage to a minion.  If it survives, draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_391.png","warrior","spell","common","none","expert","2","null","null","true",""
"1077","Skeleton","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/skele11.png","neutral","minion","common","none","basic","1","1","1","false",""
"1078","Murloc Scout","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_506a.png","neutral","minion","common","murloc","basic","0","1","1","false",""
"1080","Archmage Antonidas","Whenever you cast a spell, put a 'Fireball' spell into your hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_559.png","mage","minion","legendary","none","expert","7","5","7","true",""
"1084","Mirror Image","Summon two 0/2 minions with <b>Taunt</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_027.png","mage","spell","common","none","basic","1","null","null","true",""
"1086","Spellbender","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/tt_010a.png","mage","minion","epic","none","expert","0","1","3","false",""
"1087","Pyroblast","Deal 10 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_279.png","mage","spell","epic","none","expert","10","null","null","true",""
"1090","Flame Imp","<b>Battlecry</b>: Deal 3 damage to your hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_319.png","warlock","minion","common","demon","expert","1","3","2","true","[object Object]"
"1091","Misdirection","<b>Secret</b>: When a character attacks your hero, instead he attacks another random character.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_533.png","hunter","spell","rare","none","expert","2","null","null","true","[object Object]"
"1092","Mortal Coil","Deal 1 damage to a minion. If that kills it, draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_302.png","warlock","spell","common","none","basic","1","null","null","true",""
"1093","Deadly Shot","Destroy a random enemy minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_617.png","hunter","spell","common","none","expert","3","null","null","true",""
"1098","Emperor Cobra","Destroy any minion damaged by this minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_170.png","neutral","minion","rare","beast","expert","3","2","3","true",""
"1099","Mind Vision","Put a copy of a random card in your opponent's hand into your hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_003.png","priest","spell","common","none","basic","1","null","null","true",""
"1100","Siphon Soul","Destroy a minion. Restore #3 Health to your hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_309.png","warlock","spell","rare","none","expert","6","null","null","true",""
"1108","Rampage","Give a damaged minion +3/+3.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_104.png","warrior","spell","common","none","expert","2","null","null","true",""
"1109","Injured Blademaster","<b>Battlecry</b>: Deal 4 damage to HIMSELF.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_181.png","neutral","minion","rare","none","expert","3","4","7","true","[object Object]"
"1117","SI:7 Agent","<b>Combo</b>: Deal 2 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_134.png","rogue","minion","rare","none","expert","3","3","3","true","[object Object]"
"1122","Venture Co. Mercenary","Your minions cost (3) more.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_227.png","neutral","minion","common","none","expert","5","7","6","true",""
"1123","Shapeshift","Hero Power  +1 Attack this turn.  +1 Armor.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_017.png","druid","ability","free","none","basic","2","null","null","true",""
"1124","Wild Growth","Gain an empty Mana Crystal.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_013.png","druid","spell","free","none","basic","2","null","null","true",""
"1133","Patient Assassin","<b>Stealth</b>. Destroy any minion damaged by this minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_522.png","rogue","minion","epic","none","expert","2","1","1","true","[object Object]"
"1135","Lorewalker Cho","Whenever a player casts a spell, put a copy into the other player’s hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_100.png","neutral","minion","legendary","none","expert","2","null","4","true",""
"1140","Booty Bay Bodyguard","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_187.png","neutral","minion","common","none","basic","5","5","4","true","[object Object]"
"1141","Earth Elemental","<b>Taunt</b>. <b>Overload</b>: (3)","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_250.png","shaman","minion","epic","none","expert","5","7","8","true","[object Object],[object Object]"
"1142","Demonfire","Deal 2 damage to a minion.   If it’s a friendly Demon, give it +2/+2 instead.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_596.png","warlock","spell","common","none","expert","2","null","null","true",""
"1143","Infernal","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_tk34.png","warlock","minion","common","demon","expert","6","6","6","false",""
"1144","King Krush","<b>Charge</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_543.png","hunter","minion","legendary","beast","expert","9","8","8","true","[object Object]"
"1145","Demigod's Favor","Give your other minions +2/+2.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_573a.png","druid","spell","uncommon","none","expert","0","null","null","false",""
"1147","Nat Pagle","At the start of your turn, you have a 50% chance to draw an extra card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_557.png","neutral","minion","legendary","none","expert","2","null","4","true",""
"1155","Raging Worgen","<b>Enrage</b>: <b>Windfury</b> and +1 Attack","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_412.png","neutral","minion","common","none","expert","3","3","3","true","[object Object]"
"1158","Preparation","The next spell you cast this turn costs (3) less.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_145.png","rogue","spell","epic","none","expert","0","null","null","true",""
"1161","Starfall","Deal 2 damage to all enemy minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_007a.png","druid","spell","uncommon","none","expert","0","null","null","false",""
"1167","Aldor Peacekeeper","<b>Battlecry</b>: Change an enemy minion's Attack to 1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_382.png","paladin","minion","rare","none","expert","3","3","3","true","[object Object]"
"1171","Bloodlust","Give your minions +3 Attack this turn.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_046.png","shaman","spell","common","none","basic","5","null","null","true",""
"1174","Avenging Wrath","Deal 8 damage randomly split among enemy characters.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_384.png","paladin","spell","epic","none","expert","6","null","null","true",""
"1178","INFERNO!","Hero Power   Summon a 6/6 Infernal.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_tk33.png","warlock","ability","uncommon","none","expert","2","null","null","false",""
"1182","Ironfur Grizzly","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_125.png","neutral","minion","common","beast","basic","3","3","3","true","[object Object]"
"1186","Ysera","At the end of your turn, draw a Dream Card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_572.png","neutral","minion","legendary","dragon","expert","9","4","12","true",""
"1189","Silence","<b>Silence</b> a minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_332.png","priest","spell","common","none","expert","0","null","null","true",""
"1190","Squirrel","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_tk28.png","neutral","minion","common","beast","expert","1","1","1","false",""
"1221","Void Terror","<b>Battlecry</b>: Destroy the minions on either side of this minion and gain their Attack and Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_304.png","warlock","minion","rare","demon","expert","3","3","3","true","[object Object]"
